Client,Industry,Platform,Content_Type,Content_Topic,Posting_Day,Posting_Time,Reach,Impressions,Likes,Comments,Shares,Saves,Video_Views,Watch_Time,Clicks,Leads,Ad_Spend,Revenue,Performance_Score
Client_6,Food,Instagram,Article,Promotion,Friday,21:00,2650,4525,124,14,12,30,1824,6108,206,31,6531.73,17112.4,72.08
Client_12,Technology,YouTube,Reel,Entertainment,Saturday,13:00,36502,40984,270,28,13,72,10867,5939,1507,14,14738.87,102744.71,42.98
Client_6,Education,LinkedIn,Article,Entertainment,Tuesday,17:00,53042,102438,4293,144,325,263,51261,134412,420,65,4151.97,15503.57,62.18
Client_12,Healthcare,Instagram,Image,Entertainment,Tuesday,17:00,23374,43734,2504,316,273,18,22518,74861,1236,13,3167.9,10932.11,61.83
Client_4,Fashion,LinkedIn,Image,Entertainment,Thursday,13:00,47805,71737,1928,122,446,359,22611,109938,2473,9,8903.12,27436.96,53.11
Client_9,Technology,TikTok,Image,Entertainment,Wednesday,13:00,23937,36376,1347,156,50,270,21251,6052,800,116,19508.4,38812.5,64.93
Client_18,Technology,Instagram,Video,Entertainment,Monday,09:00,81331,90430,4713,119,755,1234,12506,38193,7207,84,7691.91,17626.94,63.14
Client_9,Healthcare,YouTube,Reel,Promotion,Thursday,19:00,12205,20762,792,81,107,27,7924,26878,824,121,18062.4,139201.49,80.52
Client_7,Food,Instagram,Carousel,Tips,Wednesday,13:00,60899,84006,4694,535,434,553,32565,10240,1627,294,12584.44,22176.28,67.38
Client_19,Technology,Facebook,Video,Promotion,Monday,09:00,39879,58211,852,51,113,149,8737,17374,3214,461,11636.73,42351.62,65.14
Client_6,Technology,LinkedIn,Article,Behind the Scenes,Wednesday,19:00,71213,137583,8254,588,2054,2379,47596,158492,2791,78,16731.88,32264.6,59.99
Client_18,Food,LinkedIn,Video,Tips,Saturday,11:00,64463,115543,598,31,50,170,2648,12046,4154,806,641.78,1706.13,53.5
Client_3,Food,LinkedIn,Article,Promotion,Thursday,13:00,5514,10023,790,91,89,164,1124,3326,181,8,9232.04,29217.38,65.16
Client_4,Healthcare,LinkedIn,Carousel,Product Education,Sunday,21:00,66332,128264,3912,253,806,868,13077,20541,2292,406,514.55,1571.1,68.69
Client_1,Technology,Facebook,Carousel,Product Education,Friday,21:00,87207,100955,7405,461,594,1937,14319,12933,1142,107,17499.12,112964.2,69.45
Client_6,Healthcare,LinkedIn,Carousel,Tips,Monday,13:00,77596,98952,7088,374,506,1588,57896,19747,3067,255,6029.38,35349.69,76.43
Client_4,Healthcare,YouTube,Reel,Behind the Scenes,Wednesday,19:00,38686,73997,3497,157,438,786,16870,76937,401,63,10384.08,66289.48,69.46
Client_1,Technology,LinkedIn,Video,Product Education,Thursday,17:00,11552,21802,1261,185,32,201,1684,1333,810,102,3556.63,15307.62,79.88
Client_11,Technology,YouTube,Reel,Tips,Tuesday,21:00,50633,91375,4544,630,56,352,31768,151593,4223,461,8449.93,62460.31,82.52
Client_9,Food,YouTube,Carousel,Tutorial,Monday,17:00,99220,152103,5675,46,1325,809,72562,39409,5765,42,11337.19,29879.35,57.14
Client_7,Fashion,Instagram,Reel,Promotion,Sunday,11:00,93748,111053,5391,721,635,694,10947,52605,492,95,4081.13,11654.33,59.69
Client_6,Food,LinkedIn,Image,Behind the Scenes,Sunday,13:00,4722,7006,605,61,6,48,3585,4408,90,9,8436.62,9467.4,61.21
Client_1,Food,Instagram,Reel,Entertainment,Saturday,09:00,89274,172734,3221,103,654,947,6263,8197,8399,1542,2107.27,9829.29,75.2
Client_7,Finance,Facebook,Carousel,Tips,Tuesday,19:00,7367,10661,399,21,11,59,5850,16042,615,80,5243.93,33117.72,79.03
Client_9,Education,TikTok,Image,Tutorial,Sunday,19:00,60312,76512,5806,545,1451,559,57158,104282,1267,40,14461.07,44730.18,60.71
Client_13,Fashion,Instagram,Reel,Entertainment,Saturday,19:00,17900,30077,261,34,24,6,1227,1159,621,86,1136.38,5134.09,53.09
Client_1,Healthcare,Facebook,Reel,Customer Story,Friday,13:00,89014,102954,1613,193,124,341,61756,182976,3057,94,8604.86,37911.99,49.43
Client_9,Healthcare,YouTube,Carousel,Promotion,Wednesday,13:00,72664,104281,5028,123,677,142,11044,21136,5089,945,2010.56,3965.96,74.14
Client_2,Technology,YouTube,Article,Product Education,Thursday,17:00,16547,17303,2188,192,502,35,12352,36381,398,23,1869.9,1771.78,61.86
Client_9,Finance,Instagram,Image,Tutorial,Tuesday,15:00,23754,39386,1974,295,423,475,7522,22385,1229,181,11175.23,65494.19,80.94
Client_18,Technology,Facebook,Image,Promotion,Monday,15:00,62438,116524,1440,128,337,358,13279,64773,3936,183,5195.51,6124.42,48.86
Client_4,Fashion,YouTube,Carousel,Behind the Scenes,Friday,19:00,22188,27559,1751,64,52,343,5206,2537,900,39,13926.82,108753.23,72.33
Client_8,Healthcare,YouTube,Video,Entertainment,Tuesday,17:00,76908,124411,171,7,13,48,76571,33660,4803,445,9233.22,9946.43,38.65
Client_3,Food,TikTok,Video,Promotion,Friday,17:00,73525,83754,5345,148,333,128,35849,174402,3189,343,7968.03,41325.78,75.36
Client_4,Finance,Facebook,Reel,Promotion,Thursday,09:00,97842,129570,12306,750,2817,3384,31101,154214,7753,318,5739.25,29993.19,78.52
Client_14,Finance,Instagram,Image,Entertainment,Tuesday,21:00,14576,18398,735,13,138,216,10880,49751,459,14,11816.05,59253.59,62.03
Client_2,Technology,TikTok,Video,Tips,Wednesday,11:00,71093,118366,406,9,52,106,59619,48688,6418,72,10624.9,50739.83,42.66
Client_9,Finance,TikTok,Reel,Promotion,Monday,19:00,11094,18653,862,82,32,136,6165,23828,506,52,19945.21,69144.02,71.22
Client_3,Food,LinkedIn,Article,Tutorial,Saturday,19:00,11781,19302,1161,47,271,113,11394,15783,675,71,5727.88,11594.63,72.43
Client_9,Fashion,Facebook,Article,Tutorial,Friday,13:00,2345,2431,291,31,12,12,1191,2090,206,3,1384.29,8926.7,76.03
Client_5,Finance,LinkedIn,Video,Promotion,Saturday,09:00,59317,111222,2858,9,46,396,34790,34478,4349,619,11126.94,85788.68,75.45
Client_18,Technology,YouTube,Video,Behind the Scenes,Thursday,11:00,63614,95833,6154,409,887,388,35694,142026,4558,879,17981.94,44704.59,79.36
Client_9,Food,LinkedIn,Reel,Product Education,Friday,21:00,22977,33183,3248,51,653,318,5678,23808,1336,50,10308.51,37964.08,72.12
Client_15,Finance,Instagram,Video,Entertainment,Friday,15:00,57111,98104,5739,163,964,1344,30548,40978,1511,132,2449.01,2344.48,60.61
Client_4,Technology,TikTok,Article,Tutorial,Friday,17:00,93837,123804,2871,267,45,639,32346,94752,5444,663,2801.55,7987.03,64.56
Client_8,Healthcare,Facebook,Image,Customer Story,Tuesday,19:00,47086,61005,1593,93,219,220,1779,1754,1162,34,19055.44,128992.2,55.0
Client_12,Technology,YouTube,Article,Behind the Scenes,Saturday,15:00,33313,37095,3211,148,180,444,32611,107236,2907,557,17806.53,105029.89,88.56
Client_6,Food,TikTok,Article,Product Education,Sunday,11:00,7175,10738,1067,45,41,245,3118,7208,695,104,2009.21,4651.15,82.11
Client_1,Food,TikTok,Reel,Customer Story,Thursday,13:00,58370,111265,109,6,20,14,58227,134164,1739,208,3472.47,26649.02,44.47
Client_17,Technology,Facebook,Reel,Promotion,Sunday,13:00,22023,26565,2337,160,417,520,6659,9972,1229,131,3721.13,8182.24,76.28
Client_13,Food,TikTok,Article,Tips,Sunday,17:00,35648,54216,1824,38,223,543,1281,5321,1044,39,15901.71,51901.17,57.45
Client_1,Fashion,TikTok,Article,Promotion,Saturday,19:00,98805,177796,4272,180,658,164,50439,200485,7325,597,5274.86,41982.93,71.68
Client_18,Finance,LinkedIn,Carousel,Entertainment,Sunday,11:00,69923,121427,1435,44,117,291,48647,12464,2980,82,4543.63,31750.28,50.9
Client_7,Technology,LinkedIn,Image,Tips,Wednesday,17:00,46505,88964,2770,227,15,374,30322,57124,935,180,13691.93,19036.35,58.3
Client_19,Education,Instagram,Video,Tips,Tuesday,11:00,72328,105970,1495,199,25,318,8637,12725,3510,436,7348.97,43292.64,62.97
Client_14,Technology,LinkedIn,Carousel,Tutorial,Thursday,13:00,97704,117910,3227,166,541,910,50100,44544,2220,102,3115.32,17930.36,57.66
Client_16,Food,LinkedIn,Article,Entertainment,Sunday,09:00,71387,81230,10551,347,1399,2208,40927,156595,2956,246,14942.53,66767.18,78.35
Client_10,Technology,TikTok,Image,Tips,Tuesday,19:00,52279,57620,2617,366,153,462,44194,27759,390,63,15862.12,42278.54,58.29
Client_17,Finance,YouTube,Article,Promotion,Wednesday,21:00,91844,144271,2507,261,51,141,39215,996,7554,1423,1226.29,3722.91,66.0
Client_19,Food,YouTube,Video,Tips,Monday,21:00,66759,121391,4187,492,571,951,19168,34290,1326,184,3882.21,17140.03,67.01
Client_13,Finance,Instagram,Image,Behind the Scenes,Thursday,13:00,61834,75911,3906,185,329,676,23315,85174,1811,217,9834.55,28900.27,67.91
Client_15,Finance,TikTok,Video,Promotion,Saturday,11:00,45732,57831,3158,72,772,409,35876,135508,2222,344,9334.74,12404.05,70.73
Client_15,Healthcare,LinkedIn,Article,Tutorial,Monday,09:00,95119,153958,10453,1049,804,891,7483,16123,5406,707,7995.08,21302.11,75.89
Client_1,Education,TikTok,Video,Tips,Tuesday,17:00,68897,98542,8539,533,1579,494,23136,68959,3899,206,14344.95,65764.62,75.25
Client_14,Food,YouTube,Image,Customer Story,Wednesday,11:00,48339,92485,1097,55,70,197,12606,56873,3201,569,7767.78,33535.14,63.69
Client_18,Education,Facebook,Carousel,Tutorial,Monday,13:00,86273,160861,3423,490,285,418,5695,15586,2397,229,1823.25,9689.67,61.43
Client_18,Fashion,Facebook,Reel,Entertainment,Sunday,15:00,95504,171343,3529,92,573,677,37389,130797,8637,505,14884.27,58023.73,65.54
Client_12,Finance,Facebook,Video,Customer Story,Wednesday,09:00,44332,49557,4209,276,569,707,25002,37537,2227,431,8167.89,54752.51,86.29
Client_19,Finance,TikTok,Image,Tips,Thursday,13:00,4525,7030,308,31,10,82,2120,6432,97,15,5393.92,39243.58,72.87
Client_12,Technology,TikTok,Image,Product Education,Wednesday,11:00,80942,132685,11059,129,1608,2452,57459,65751,6952,318,3701.22,16948.9,77.18
Client_7,Fashion,TikTok,Carousel,Behind the Scenes,Monday,17:00,71188,78759,10529,840,927,649,68173,266822,3426,153,11372.15,56210.6,75.96
Client_3,Finance,Facebook,Article,Tips,Wednesday,15:00,8883,12332,1169,22,200,329,8781,3457,213,5,11578.85,20242.06,57.38
Client_12,Healthcare,TikTok,Image,Tips,Sunday,15:00,81828,138168,2819,37,101,549,49722,14264,3503,113,3165.12,19848.5,56.87
Client_15,Fashion,YouTube,Carousel,Behind the Scenes,Friday,13:00,62895,63434,3534,58,812,546,26149,60576,15,4,16394.13,111690.69,63.59
Client_16,Food,Facebook,Article,Customer Story,Monday,21:00,73955,134032,4812,157,391,984,27123,27201,4279,73,7609.08,15583.03,56.93
Client_14,Finance,Facebook,Reel,Customer Story,Tuesday,09:00,76692,153329,8154,339,350,1343,57398,78271,1911,136,16091.61,101174.07,68.67
Client_19,Fashion,Facebook,Article,Product Education,Wednesday,13:00,72690,75997,4590,9,705,491,14694,20740,134,1,19029.65,125176.45,47.24
Client_11,Healthcare,YouTube,Article,Customer Story,Saturday,17:00,83238,165365,3908,165,643,636,60762,298525,4769,608,15988.69,57867.58,68.61
Client_5,Food,Facebook,Video,Product Education,Sunday,15:00,89790,164661,1628,38,305,365,67665,17467,2367,452,13884.79,20062.2,47.94
Client_19,Technology,Instagram,Carousel,Tips,Tuesday,09:00,2509,4250,255,30,15,74,248,226,111,14,4410.64,14108.13,74.63
Client_5,Finance,Instagram,Article,Promotion,Monday,13:00,45655,90253,1740,30,310,175,3431,5613,1964,338,11203.85,54818.16,66.65
Client_17,Fashion,LinkedIn,Video,Entertainment,Friday,21:00,93249,141435,10055,1461,1785,2243,79143,70888,8984,1230,18806.92,140609.24,89.05
Client_13,Finance,TikTok,Image,Tutorial,Saturday,17:00,9413,16584,409,53,57,29,9110,5194,461,89,13155.27,30954.6,66.28
Client_18,Technology,TikTok,Video,Entertainment,Thursday,17:00,8113,10850,70,7,16,5,3130,451,662,86,9299.22,29976.89,56.36
Client_10,Food,YouTube,Carousel,Behind the Scenes,Saturday,13:00,24196,41860,193,27,18,11,9076,7737,2262,301,17080.87,32526.49,51.17
Client_5,Technology,YouTube,Article,Entertainment,Sunday,11:00,20992,38561,145,16,17,27,9058,28262,1746,92,17719.02,44247.34,44.62
Client_6,Technology,Instagram,Video,Tutorial,Friday,17:00,7742,10443,376,23,22,14,3574,7083,482,51,1838.43,8355.1,71.51
Client_13,Education,LinkedIn,Article,Behind the Scenes,Thursday,13:00,57712,107199,3115,224,601,245,5988,21132,5258,1038,8684.76,58615.97,81.52
Client_1,Food,Facebook,Carousel,Tutorial,Monday,11:00,83039,104448,11420,1017,195,2800,10120,43859,6746,434,16208.59,116646.75,83.99
Client_5,Food,YouTube,Video,Customer Story,Tuesday,19:00,43659,70650,4928,100,404,724,10217,12091,3565,340,16645.45,39241.57,76.1
Client_9,Healthcare,YouTube,Image,Tips,Wednesday,11:00,20942,33802,1010,119,166,230,5880,14919,1383,204,12693.97,74626.82,77.69
Client_15,Healthcare,LinkedIn,Carousel,Tutorial,Thursday,19:00,5572,9810,567,67,46,77,2370,11578,151,19,14279.9,110603.21,75.69
Client_6,Education,Instagram,Video,Tips,Saturday,15:00,46879,69439,254,10,25,55,17554,54488,3935,676,18396.56,54957.59,54.18
Client_8,Technology,Instagram,Image,Promotion,Wednesday,17:00,77954,81095,354,47,62,51,61282,252424,6078,342,16342.43,39079.73,46.37
Client_10,Finance,Facebook,Article,Tutorial,Friday,21:00,29029,38224,3055,435,266,385,10440,44263,1479,10,3445.68,6230.23,59.99
Client_19,Food,Facebook,Carousel,Tutorial,Wednesday,15:00,4246,5639,61,6,12,16,1905,3267,216,40,15411.96,117588.26,65.71
Client_20,Education,YouTube,Video,Customer Story,Sunday,13:00,15326,25883,1395,124,83,249,12232,43433,1030,203,2351.27,10279.69,81.83
Client_7,Food,LinkedIn,Video,Behind the Scenes,Tuesday,15:00,62531,111894,1393,135,188,313,56895,267619,3353,197,6434.37,44430.32,59.35
Client_8,Healthcare,YouTube,Reel,Promotion,Wednesday,15:00,75946,117812,2368,354,284,153,51292,147937,437,28,12504.4,52475.52,46.69
Client_13,Education,Facebook,Article,Tutorial,Saturday,17:00,71031,113111,5052,652,329,82,26363,59185,5591,794,10907.82,52195.23,79.5
Client_14,Education,YouTube,Image,Tips,Saturday,11:00,35664,57940,3420,259,571,230,31176,76776,3458,256,3500.5,22633.66,81.84
Client_14,Food,Instagram,Article,Behind the Scenes,Saturday,19:00,76395,126086,6919,275,1556,344,37951,99539,5728,1085,19472.31,104255.76,84.15
Client_8,Healthcare,YouTube,Article,Product Education,Tuesday,19:00,69105,122150,9047,963,1982,2300,45283,92146,1777,269,3680.83,28519.62,78.15
Client_17,Finance,Facebook,Image,Tutorial,Sunday,17:00,76237,137912,329,48,33,67,43664,189965,5566,349,7017.34,42327.69,49.04
Client_11,Technology,Instagram,Reel,Entertainment,Thursday,09:00,41897,67457,1603,28,288,17,29136,5411,1630,124,718.52,830.47,52.23
Client_5,Education,Instagram,Carousel,Tutorial,Wednesday,21:00,32392,62440,4216,105,324,61,9627,22533,2441,468,2635.54,11175.04,82.54
Client_10,Healthcare,Facebook,Reel,Customer Story,Monday,09:00,44939,74470,6012,96,1084,1620,40067,192046,2622,134,10030.35,74279.2,77.88
Client_3,Food,Facebook,Article,Promotion,Thursday,11:00,13170,17045,760,56,146,101,11878,39517,160,15,12745.75,86859.96,64.91
Client_7,Fashion,Instagram,Image,Entertainment,Tuesday,13:00,80476,120008,10162,1083,751,2155,46215,173460,5048,225,5237.74,8926.3,68.29
Client_8,Healthcare,TikTok,Carousel,Customer Story,Thursday,09:00,14481,28740,1294,183,177,192,12550,26442,1276,64,17852.29,37659.65,69.09
Client_16,Healthcare,Facebook,Reel,Promotion,Friday,21:00,68516,127700,6534,783,498,1372,15414,60748,5530,908,15531.05,54447.67,80.81
Client_13,Food,YouTube,Reel,Product Education,Sunday,21:00,46829,60363,5845,493,1351,13,3252,14284,766,123,1983.44,10868.35,74.55
Client_3,Fashion,Instagram,Video,Behind the Scenes,Sunday,19:00,97061,175096,12601,798,2157,682,47290,14310,6353,1006,9248.61,34882.22,80.75
Client_15,Finance,Instagram,Article,Product Education,Wednesday,13:00,53177,78614,3719,255,198,508,5581,15217,2182,280,17913.02,77567.07,73.27
Client_2,Finance,Instagram,Reel,Customer Story,Monday,11:00,85223,94315,11708,494,1846,2703,54626,78450,7468,274,16728.0,40951.94,74.04
Client_17,Technology,TikTok,Reel,Tutorial,Saturday,09:00,18186,23324,419,56,9,64,8151,32943,1689,244,12271.21,71206.42,70.63
Client_14,Healthcare,Instagram,Video,Customer Story,Sunday,19:00,55130,66599,7816,1099,1605,1910,43788,77663,5124,818,9709.57,68868.63,91.58
Client_7,Healthcare,TikTok,Article,Promotion,Saturday,19:00,46665,92822,4556,294,1082,924,30797,84882,691,82,1953.45,14863.01,71.12
Client_5,Healthcare,LinkedIn,Video,Entertainment,Tuesday,13:00,60866,106107,4346,278,898,272,10079,24753,4682,49,14950.14,64910.98,64.74
Client_15,Finance,TikTok,Image,Entertainment,Friday,11:00,98571,190087,14027,2066,1994,3394,61238,82031,5518,978,9323.0,60467.03,83.92
Client_12,Technology,YouTube,Video,Behind the Scenes,Friday,15:00,33663,44379,2690,263,284,20,22830,33531,926,181,9511.5,72899.05,77.79
Client_16,Technology,YouTube,Image,Entertainment,Tuesday,15:00,25302,26016,2607,144,225,5,11207,53290,698,86,4243.54,20215.77,76.1
Client_20,Finance,TikTok,Video,Promotion,Tuesday,13:00,92753,111894,13612,1565,1053,1193,10231,22414,3967,609,9532.36,41809.77,81.9
Client_12,Finance,Instagram,Video,Tips,Friday,15:00,60570,74364,6944,649,59,1417,12888,63707,1739,314,8686.05,54372.68,80.51
Client_15,Technology,Instagram,Image,Product Education,Saturday,09:00,41741,42483,3208,393,597,706,15945,5190,731,132,9506.72,53680.5,75.61
Client_3,Education,Facebook,Image,Entertainment,Tuesday,11:00,15877,29260,1464,74,232,301,7991,25093,352,58,1679.79,11497.69,74.52
Client_4,Technology,TikTok,Article,Customer Story,Tuesday,19:00,27288,47863,884,30,94,105,14293,50440,987,41,3278.29,11215.13,51.54
Client_11,Food,TikTok,Image,Product Education,Wednesday,15:00,24699,38407,2010,17,385,295,20604,102645,2142,185,1455.36,9623.71,81.57
Client_2,Finance,Facebook,Article,Tips,Sunday,13:00,90303,170797,10087,1121,1017,1057,81918,354198,5646,1014,882.25,6433.63,84.5
Client_10,Healthcare,Instagram,Reel,Tips,Sunday,09:00,14246,26016,1204,142,146,131,7032,29013,1288,170,18119.03,49816.66,77.72
Client_12,Technology,LinkedIn,Video,Customer Story,Monday,15:00,33407,41097,2157,254,311,570,24473,44747,2272,40,19853.37,32672.57,61.86
Client_4,Fashion,LinkedIn,Carousel,Product Education,Wednesday,17:00,9815,16294,814,7,179,155,8868,27278,263,7,2198.06,4868.93,56.24
Client_2,Finance,Instagram,Article,Promotion,Wednesday,15:00,45010,73017,5481,539,575,1577,43936,86920,2425,301,8432.89,59237.01,83.12
Client_6,Technology,Facebook,Carousel,Entertainment,Saturday,17:00,53504,87010,4207,205,167,808,10688,15116,5184,614,6919.32,46710.18,83.65
Client_19,Fashion,Facebook,Reel,Entertainment,Tuesday,13:00,24121,37234,2276,168,154,595,8271,35485,1969,148,18066.22,47663.76,75.07
Client_2,Healthcare,Instagram,Image,Tips,Sunday,13:00,29236,34910,806,100,36,142,10910,1188,1933,279,16953.99,40109.92,65.02
Client_4,Healthcare,Facebook,Video,Promotion,Wednesday,15:00,64582,128083,5637,353,589,1425,34656,38667,4401,532,5925.8,39404.7,80.91
Client_18,Finance,TikTok,Reel,Product Education,Saturday,09:00,1271,1904,100,9,5,17,975,4238,17,5,16011.38,97515.84,72.11
Client_19,Fashion,TikTok,Article,Behind the Scenes,Sunday,19:00,99432,111209,9901,308,2052,333,81879,390171,9756,1056,18624.67,121803.61,86.81
Client_6,Finance,YouTube,Image,Tutorial,Friday,13:00,63939,75695,3027,310,347,370,35408,28071,3815,419,1128.76,7037.64,76.22
Client_15,Healthcare,Facebook,Article,Customer Story,Wednesday,17:00,15378,24540,1983,123,103,537,687,3377,480,89,12101.56,65567.36,78.86
Client_19,Finance,YouTube,Carousel,Product Education,Friday,13:00,59868,114277,3608,481,423,1072,59265,256464,2815,319,15039.78,119010.66,75.97
Client_18,Healthcare,LinkedIn,Image,Promotion,Monday,17:00,81672,158946,9069,847,949,2194,59448,9300,171,4,14007.04,77975.45,54.55
Client_11,Finance,Facebook,Carousel,Behind the Scenes,Saturday,11:00,80295,103905,10706,434,488,1400,16805,38239,5445,1073,923.91,6358.56,89.0
Client_7,Education,LinkedIn,Video,Tips,Tuesday,17:00,10082,16324,1175,106,169,311,8374,5650,875,107,3620.67,28828.34,87.68
Client_9,Finance,Instagram,Reel,Customer Story,Tuesday,17:00,28669,40287,3132,421,218,779,15835,25238,313,15,8084.3,37960.32,62.07
Client_7,Technology,LinkedIn,Reel,Customer Story,Monday,19:00,84109,135038,7601,97,1547,858,29583,140219,2168,267,5610.2,15412.32,67.84
Client_18,Technology,LinkedIn,Image,Tips,Saturday,17:00,12190,13609,1322,181,246,365,7530,6600,401,62,14974.08,28261.64,74.17
Client_18,Healthcare,TikTok,Image,Tips,Saturday,09:00,39357,65231,2654,108,657,368,27764,3672,2664,513,17252.98,102512.77,82.15
Client_1,Technology,Facebook,Video,Product Education,Wednesday,17:00,47071,51970,5286,234,448,68,18653,77727,2999,445,19036.75,42786.8,79.12
Client_18,Healthcare,YouTube,Image,Product Education,Tuesday,19:00,81465,91178,4006,69,285,314,41137,152669,6694,803,3103.31,13730.09,75.64
Client_18,Food,Facebook,Image,Product Education,Saturday,15:00,27736,44214,3628,6,274,66,25921,98828,824,43,19944.73,96934.17,68.22
Client_17,Technology,Facebook,Carousel,Tips,Thursday,17:00,96196,115502,5131,214,175,1231,73757,101074,4403,400,10840.77,52968.24,72.06
Client_12,Finance,Instagram,Reel,Promotion,Saturday,17:00,99898,163521,6034,760,1156,1366,84279,59032,5532,483,9088.63,51908.6,74.97
Client_4,Food,TikTok,Reel,Product Education,Sunday,11:00,51080,69060,2596,132,513,267,5081,11480,1488,104,12597.7,31809.51,59.96
Client_7,Education,TikTok,Image,Tutorial,Monday,11:00,37399,67587,4421,550,480,333,34216,141797,2240,295,13610.07,93220.24,82.67
Client_12,Fashion,LinkedIn,Carousel,Entertainment,Saturday,13:00,7174,13398,783,6,67,172,2806,13831,420,54,6766.85,36413.37,80.0
Client_19,Education,YouTube,Article,Customer Story,Saturday,19:00,3969,7011,173,10,42,9,2409,3204,81,2,14038.12,81017.99,52.81
Client_14,Education,Instagram,Article,Promotion,Friday,09:00,42580,49753,2289,108,31,12,31624,104731,3735,507,12228.73,54190.08,76.56
Client_18,Healthcare,Instagram,Article,Behind the Scenes,Monday,11:00,70547,100791,8026,1143,944,1520,63510,20120,6642,1317,15893.62,75693.44,88.17
Client_13,Fashion,TikTok,Article,Tips,Monday,17:00,95911,145073,2845,191,71,628,93953,14021,4115,56,12295.97,13925.29,42.29
Client_6,Fashion,LinkedIn,Video,Tips,Saturday,17:00,36098,50936,4694,383,369,157,10213,33680,1853,184,9992.24,60808.98,80.85
Client_3,Technology,Facebook,Reel,Product Education,Saturday,11:00,42520,60698,2971,249,356,463,39836,161243,3477,57,1326.37,6673.99,69.08
Client_16,Healthcare,LinkedIn,Image,Promotion,Friday,19:00,99887,159469,3911,251,546,661,91543,65455,3500,122,11842.51,78448.97,59.27
Client_16,Healthcare,YouTube,Video,Product Education,Wednesday,21:00,46992,56807,2066,144,404,523,7693,16431,440,38,16569.65,77723.65,58.49
Client_11,Education,Instagram,Image,Promotion,Saturday,11:00,43900,81205,1997,291,202,99,39635,18634,155,7,6094.3,22424.39,46.44
Client_11,Education,Instagram,Reel,Product Education,Monday,19:00,94033,124523,12743,1671,448,2825,80242,22383,825,64,3228.88,22901.95,68.16
Client_14,Food,Facebook,Reel,Customer Story,Monday,17:00,39142,71514,3538,24,649,280,18414,68173,3435,205,2562.38,12781.69,76.2
Client_6,Finance,LinkedIn,Article,Promotion,Friday,15:00,7795,8800,836,114,31,10,6865,28918,452,74,2704.91,15083.52,85.19
Client_7,Food,Facebook,Reel,Tips,Saturday,21:00,3220,4407,68,6,5,20,2789,10775,170,13,3852.82,10817.99,56.56
Client_11,Fashion,LinkedIn,Article,Promotion,Sunday,21:00,33276,63653,4660,153,901,90,32629,60573,1224,147,15746.15,85752.22,76.18
Client_9,Food,LinkedIn,Reel,Promotion,Tuesday,15:00,92217,162921,5329,691,264,1359,68613,205111,1736,328,1516.4,7197.0,67.81
Client_1,Finance,TikTok,Carousel,Entertainment,Wednesday,19:00,88957,113296,7877,368,253,850,49669,66218,6632,344,14875.13,37248.81,71.02
Client_12,Finance,TikTok,Carousel,Promotion,Saturday,11:00,51057,99939,5259,545,698,40,48542,109910,3863,167,11796.49,76994.88,74.85
Client_16,Finance,Facebook,Image,Tips,Tuesday,19:00,57432,57997,7751,403,1581,1169,31092,11865,702,119,19076.9,114418.32,75.65
Client_5,Finance,Facebook,Reel,Customer Story,Friday,13:00,93003,179932,2340,274,447,561,79285,235579,657,16,5891.81,24391.57,39.95
Client_12,Fashion,LinkedIn,Video,Tutorial,Thursday,17:00,75689,126004,2514,280,144,626,66609,184696,838,146,8393.83,41109.62,58.18
Client_9,Healthcare,YouTube,Video,Customer Story,Sunday,09:00,72728,73957,10128,857,302,2194,70801,134488,4710,502,14393.46,104880.99,87.64
Client_20,Food,TikTok,Carousel,Product Education,Wednesday,13:00,24719,43959,2559,272,560,643,20966,30858,1148,127,3927.91,15482.5,75.71
Client_16,Education,TikTok,Carousel,Entertainment,Friday,11:00,77793,143185,8591,878,384,617,43413,164945,4920,457,5204.82,8646.9,70.21
Client_11,Healthcare,Instagram,Reel,Product Education,Thursday,21:00,36380,55745,1050,24,23,251,2508,1875,3209,433,3030.4,2853.09,60.14
Client_15,Technology,YouTube,Carousel,Tutorial,Friday,21:00,64427,113597,2323,129,169,173,23497,79503,3168,63,3362.81,19243.79,55.05
Client_19,Healthcare,Facebook,Article,Product Education,Saturday,11:00,89023,150634,4711,440,1006,1065,70169,202529,4142,675,7920.75,36084.73,74.08
Client_1,Education,YouTube,Reel,Customer Story,Friday,21:00,24472,33026,2783,36,88,158,557,1695,868,166,17838.69,86064.35,78.91
Client_7,Technology,Instagram,Article,Tips,Saturday,19:00,45152,68675,6509,582,273,1187,29229,86435,1393,59,16718.47,30784.15,62.09
Client_14,Fashion,YouTube,Article,Tips,Tuesday,15:00,33853,39615,2488,330,293,359,22664,706,2085,160,11734.35,55611.46,77.39
Client_5,Technology,TikTok,Carousel,Tutorial,Tuesday,15:00,49570,94958,4381,11,376,237,10571,21199,3258,370,5823.65,6540.09,67.45
Client_10,Healthcare,LinkedIn,Video,Promotion,Tuesday,11:00,89940,115355,2976,383,678,564,43309,76259,7180,19,3311.74,17581.48,59.63
Client_17,Education,Instagram,Video,Customer Story,Sunday,19:00,1917,3471,93,8,10,6,397,32,33,6,13171.21,65778.84,63.66
Client_1,Fashion,TikTok,Carousel,Entertainment,Tuesday,13:00,9986,18106,754,13,64,74,8807,30832,226,27,13302.48,60585.07,66.9
Client_10,Technology,Facebook,Article,Tutorial,Thursday,09:00,67025,125661,6935,1024,897,849,25401,42535,686,122,17566.43,91025.59,69.58
